customer_id,annual_income,total_debt,debt_to_income_ratio,missed_debt_payments
91,1131122,1908626,1.687374129,0
92,1909269,297719,0.155933501,0
93,1544264,1515188,0.981171613,5
94,1882706,454807,0.241570909,2
95,308739,1561657,5.058178591,5
96,507225,834664,1.645549805,3
97,417389,1157180,2.772425723,0
98,1703257,1934589,1.135817437,0
99,409651,832149,2.031360841,2
100,1334643,1297229,0.971967035,1
101,851950,1193983,1.401470744,4
102,1375898,1517190,1.102690752,3
103,480627,1073616,2.233782122,2
104,1091757,365375,0.334666963,1
105,977469,1735017,1.775009745,1
106,677450,1588200,2.344379659,4
107,622932,817251,1.311942556,5
108,669398,1490317,2.226354127,4
109,1990232,1251397,0.62876941,4
110,1305602,1658213,1.270075413,3
111,1905048,1911880,1.003586261,3
112,1774288,1870736,1.054358706,1
113,1582867,1023603,0.646676569,5
114,1031395,1546751,1.499668895,0
115,1315161,596402,0.453482121,5
116,788205,619462,0.785914832,5
117,830044,1716142,2.06753136,2
118,1505355,145915,0.096930624,0
119,1264262,129656,0.102554692,1
120,1485974,742007,0.4993405,1
121,990659,1634760,1.650174278,5
122,1383688,283901,0.205177034,4
123,1652529,427719,0.258826925,5
124,1029749,1258217,1.221867659,0
125,1668940,1584018,0.949116205,2
126,810495,1530199,1.887980802,2
127,1508389,1226657,0.813223247,2
128,611335,393234,0.643238159,2
129,715360,1610703,2.251597797,5
130,921324,1782731,1.934966418,4
131,1533073,1204858,0.78591039,0
132,1468015,697154,0.474895692,0
133,1134908,1486892,1.310143201,2
134,870358,345959,0.397490458,0
135,1799470,1851937,1.029156918,1
136,573360,1582897,2.760738454,1
137,828075,1746544,2.10916161,4
138,1084623,101341,0.093434309,2
139,1864234,447243,0.239907115,4
140,1263692,1393726,1.102900074,3
141,347913,1606692,4.618085556,1
142,775787,1603532,2.066974569,2
143,1619270,437098,0.269935218,0
144,1750966,337516,0.192759882,0
145,1299997,487537,0.375029327,0
146,1077609,766256,0.711070527,5
147,1690127,642283,0.380020555,0
148,1674219,455453,0.272039082,2
149,1323496,1666664,1.259289034,0
150,1413662,442608,0.313093229,1
151,1810324,910989,0.503218761,3
152,386114,1584716,4.104269723,4
153,429893,1098074,2.554296069,3
154,570738,1316218,2.306168505,5
155,1188086,277987,0.233978853,4
156,532878,434283,0.814976411,4
157,889923,475064,0.53382596,2
158,693500,583801,0.841818313,3
159,626769,1496386,2.387460133,0
160,1105080,1211908,1.096669924,2
161,1283398,1901676,1.48175079,4
162,441115,1406230,3.187898847,5
163,673326,1765830,2.622548364,0
164,551148,420118,0.762259865,1
165,820961,1694382,2.063900721,3
166,753558,1842066,2.444491333,3
167,1301953,1165095,0.894882534,0
168,308219,319442,1.036412421,5
169,1856510,973692,0.524474417,3
170,1329941,964994,0.725591586,5
171,467548,1676566,3.585869258,1
172,1736626,553794,0.318890769,5
173,848694,766206,0.902805958,5
174,1964650,1170187,0.595621103,2
175,1983425,368603,0.185841663,4
176,435433,1868247,4.290549866,4
177,412887,1877724,4.547791526,4
178,799861,435969,0.545055953,5
179,982767,410346,0.417541493,0
180,1236643,1169819,0.945963386,4
181,1919389,705081,0.367346588,0
182,541515,612672,1.131403562,1
183,779392,742293,0.952400076,1
184,737959,1944441,2.634890285,0
185,882750,715585,0.810631549,0
186,838436,314317,0.374884905,3
187,710591,1850463,2.604118262,3
188,1651596,1487367,0.900563455,4
189,908480,1743804,1.919474287,3
190,1972214,1765010,0.894938379,1
191,846876,439788,0.51930625,3
192,857894,1605142,1.871026024,0
193,421652,1579739,3.746546915,2
194,1234760,1850126,1.498368914,4
195,466854,351538,0.752993441,0
196,902412,125504,0.139076165,4
197,1621412,654694,0.403780162,2
198,584008,127866,0.218945631,3
199,1453239,199671,0.137397221,0
200,1316001,439334,0.333840172,4
201,626941,340279,0.542760802,2
202,495566,1609539,3.247880202,5
203,365082,1961969,5.374050213,1
204,703348,1955873,2.780804097,5
205,724682,1797982,2.481063418,4
206,1210213,1986271,1.641257365,1
207,1846120,847316,0.458971248,5
208,1037963,740604,0.713516763,0
209,311018,972233,3.125970201,4
210,1290786,1061359,0.822257911,1
211,1377172,501317,0.364019164,5
212,783498,130613,0.166704956,3
213,359430,964848,2.684383607,3
214,1260857,1839157,1.458656295,1
215,351433,1662858,4.73165013,1
216,851956,164255,0.192797515,4
217,1804731,1834499,1.016494425,5
218,850854,773037,0.908542476,2
219,1217834,965615,0.792895419,0
220,1909282,1189854,0.623194478,1
221,1073172,1086501,1.01242019,4
222,495058,838566,1.693874253,0
223,1403781,880227,0.627040115,5
224,1516939,1274235,0.840004114,5
225,1281373,985792,0.769324779,5
226,1506631,727747,0.483029355,0
227,1980840,1428617,0.721217766,2
228,648907,1943781,2.995469305,4
229,1722465,1020298,0.592347595,3
230,1418974,1162882,0.81952312,1
231,1667984,673591,0.403835408,3
232,1120906,608480,0.54284659,0
233,333097,122447,0.36760163,0
234,1393558,1643827,1.179589942,3
235,1595761,1202995,0.753869157,0
236,1919924,195751,0.101957682,1
237,1071893,190556,0.177775207,3
238,1962980,1787932,0.910825378,3
239,1710751,1801971,1.053321611,4
240,392822,719934,1.832723218,2
241,700650,1721680,2.457261115,1
242,1010023,145579,0.144134341,5
243,1323075,594985,0.449698619,1
244,1089494,1715292,1.57439325,1
245,594109,549199,0.924407811,2
246,1913416,1015244,0.530592406,5
247,1938220,584167,0.301393547,1
248,1973300,601014,0.30457305,4
249,384851,1007423,2.617696199,1
250,934709,569035,0.608783054,0
251,601833,1046503,1.738859451,2
252,1673884,1051728,0.628315941,5
253,535032,1119798,2.092955188,5
254,1204055,805411,0.668915457,5
255,1712564,826872,0.482826919,3
256,1721917,1742203,1.011781056,4
257,523737,303941,0.58033135,3
258,1363107,1358660,0.9967376,4
259,1305870,1144161,0.876167612,2
260,1688312,1150642,0.681533982,2
261,1534810,178082,0.116028694,1
262,1206472,1482961,1.229171502,3
263,1518569,1745307,1.149310305,3
264,896537,797781,0.889847268,4
265,1132533,633834,0.559660513,4
266,1918320,705312,0.367671713,2
267,1871973,854978,0.456725604,1
268,1208546,1520264,1.257928122,4
269,638216,668672,1.047720521,0
270,339699,790718,2.327701877,0
271,1798708,1675600,0.93155754,1
272,1590451,440673,0.277074239,2
273,1081384,707895,0.654619451,2
274,1713103,201025,0.117345542,4
275,973120,191623,0.196916105,0
276,879257,303287,0.344935554,4
277,1505967,1821113,1.209264878,0
278,1034756,1773233,1.713672595,5
279,679030,1662431,2.448243818,3
280,523669,1130943,2.159652376,2
281,475998,1069619,2.247108181,0
282,1911515,1194434,0.624862478,1
283,1170495,1191199,1.017688243,3
284,513973,734167,1.4284155,3
285,514738,1044921,2.030005556,1
286,731773,1388655,1.897658154,5
287,1870226,786310,0.420435819,0
288,354118,1904842,5.379116566,2
289,1352540,283258,0.209426708,2
290,1587129,128957,0.081251745,1
291,1297302,219154,0.168930596,2
292,1404799,551413,0.392520923,2
293,1690979,1844758,1.09094081,3
294,681306,409919,0.601666505,4
295,1754939,418490,0.238464129,1
296,633730,1853266,2.92437789,3
297,340628,1682577,4.939632091,5
298,1139613,1095106,0.960945514,2
299,1345683,1488364,1.106028686,5
300,718557,1800018,2.505045529,0
301,1858184,1641371,0.883319951,1
302,1386619,871008,0.628152362,3
303,537989,129775,0.241222404,0
304,899766,1061806,1.180091268,4
305,931052,514825,0.552949782,1
306,630672,549077,0.87062213,5
307,1990414,269003,0.13514927,0
308,1884079,999007,0.530236259,5
309,371798,841087,2.262214966,1
310,953259,407282,0.427252195,4
311,1847033,1401256,0.75865239,5
312,729303,1319464,1.809212358,1
313,371316,872021,2.34846061,2
314,1993629,656812,0.32945548,0
315,467264,560280,1.199065197,5
316,359709,969891,2.696321193,0
317,1922414,1989680,1.034990382,2
318,1677926,215283,0.128303036,0
319,1692275,927191,0.547896175,4
320,537017,784221,1.460328072,0
321,1688878,953455,0.564549364,1
322,1251608,814833,0.651028916,2
323,1021318,1490920,1.459799984,2
324,488858,894959,1.830713622,3
325,1728833,1407907,0.814368421,2
326,545020,1698279,3.115993908,0
327,1636739,1683326,1.028463304,3
328,455745,500390,1.097960482,2
329,1436501,430787,0.299886321,0
330,1987609,1609871,0.809953567,5
331,1695462,905111,0.533843283,5
332,1367878,1669907,1.220801124,3
333,1110970,1501301,1.351342521,2
334,1657715,1102020,0.664782547,0
335,1771719,817879,0.461630202,4
336,369320,227436,0.615823676,1
337,694185,438377,0.631498808,2
338,721803,1166860,1.616590676,4
339,688963,768470,1.115400972,1
340,1711671,855904,0.500040019,5
341,995057,723161,0.726753342,2
342,1149281,1392955,1.212022995,1
343,1626890,1736903,1.067621659,2
344,1671594,315145,0.188529631,0
345,1375579,1489364,1.082717896,0
346,457693,1593296,3.481145659,4
347,1902710,1604118,0.843070147,0
348,1078388,1423706,1.320216842,3
349,724734,1895260,2.615111199,2
350,1228617,1215746,0.989523993,2
351,916201,1489516,1.625752428,2
352,885441,753871,0.851407378,5
353,1022964,1087147,1.062742188,3
354,1358293,1581927,1.164643416,2
355,1962503,348156,0.17740406,4
356,1491477,1384553,0.928309991,2
357,499307,1201128,2.405590148,1
358,1659306,1194983,0.72017036,2
359,474080,1986897,4.191058471,3
360,342008,1888947,5.523107647,5
361,1227057,467984,0.381387336,1
362,1361243,685129,0.503311312,3
363,850723,1565982,1.840766031,4
364,467076,1868616,4.000667986,3
365,1322785,600893,0.454263542,3
366,1352695,128615,0.095080561,0
367,1991455,1218092,0.611659314,0
368,995400,742273,0.745703235,4
369,827512,1444299,1.745351125,3
370,1530943,533399,0.348412057,0
371,650880,418786,0.643415069,4
372,466358,207132,0.444148058,3
373,910346,1933474,2.123889159,4
374,776543,742081,0.95562126,4
375,1465221,981546,0.669896214,3
376,1643625,498684,0.303404974,1
377,1343868,1796771,1.337014498,0
378,1963743,400045,0.203715557,4
379,1419522,879755,0.619754396,1
380,1736891,1318730,0.759247414,3
381,1321949,624209,0.472188413,2
382,492067,1076656,2.18802724,5
383,1268224,1055497,0.832263859,1
384,1810211,385074,0.212723268,2
385,783519,1780899,2.272949348,0
386,776259,1792847,2.309598987,4
387,830977,1135497,1.366460203,4
388,1306161,1130399,0.86543619,3
389,1952469,1085702,0.556066191,3
390,1396062,611681,0.438147446,4
391,1561536,325422,0.208398654,0
392,1495622,650159,0.434708101,2
393,820817,730889,0.890440866,4
394,386472,1445649,3.740630628,0
395,400561,1255225,3.133667531,5
396,563742,1140482,2.023056646,0
397,1868932,1893573,1.013184535,0
398,472097,326318,0.691209645,5
399,1740069,796302,0.45762668,1
400,1895475,384849,0.203035651,1
401,628857,1417252,2.253695196,2
402,520993,1685141,3.234479158,1
403,1258604,223932,0.177920935,1
404,1504970,821179,0.545644764,0
405,342584,546319,1.594700862,1
406,1002112,293975,0.293355433,1
407,670086,284608,0.424733542,0
408,1967180,1364075,0.693416464,3
409,1669924,311697,0.186653405,2
410,1184163,1386845,1.171160558,3
411,1432767,1835956,1.281405839,1
412,1905950,1699718,0.891795692,3
413,1398677,173243,0.12386205,0
414,456127,1244239,2.727834572,5
415,1515039,753455,0.497317231,4
416,722952,1938755,2.681720225,5
417,1482632,1579668,1.065448473,0
418,1042497,1804367,1.730812655,5
419,1618373,1718855,1.062088282,5
420,1610629,1818414,1.129008605,4
421,1662026,1966545,1.183221562,0
422,943962,1424511,1.509076637,0
423,1700393,840890,0.494526853,0
424,1170620,210132,0.179504878,5
425,1654989,893502,0.539883951,4
426,933069,1248080,1.337607401,4
427,1644715,194224,0.11808976,5
428,1858785,566282,0.304651695,4
429,922405,710622,0.770401288,1
430,709894,1114949,1.570585186,4
431,1239173,1517459,1.22457397,5
432,1459450,515369,0.353125492,5
433,1870422,1840124,0.983801516,3
434,384850,379537,0.986194621,4
435,877857,544830,0.620636391,5
436,512630,616729,1.20306849,5
437,1492810,869916,0.582737254,0
438,325362,1964294,6.037256963,2
439,1102407,1608460,1.459043711,1
440,1753883,1361346,0.776189746,3
441,1200165,1512936,1.260606667,5
442,917439,1946519,2.121687654,3
443,1417577,274248,0.193462507,3
444,1054519,1932925,1.832992104,5
445,862517,539175,0.625118114,3
446,1591552,240596,0.151170681,4
447,725680,1638846,2.258359056,5
448,1446271,1686993,1.166443218,2
449,433908,1402240,3.231652793,4
450,476813,1020521,2.140296091,0
451,1231825,1918877,1.557751304,1
452,1003320,1200144,1.196172707,2
453,725980,268631,0.370025345,4
454,1866687,1279512,0.685445391,4
455,603623,329172,0.545327133,1
456,1078172,846264,0.784906304,5
457,1017718,981617,0.964527502,5
458,1812291,1620018,0.893906111,3
459,851770,1211038,1.42178992,5
460,574714,571204,0.993892614,0
461,1631912,1011194,0.619637578,0
462,875596,633217,0.72318398,2
463,448852,1363207,3.03709686,0
464,1515707,1669044,1.101165331,5
465,1705562,1244993,0.729960564,3
466,1456417,1085020,0.744992677,4
467,838407,646926,0.77161331,3
468,1529877,1638127,1.070757322,5
469,1529995,718237,0.469437482,4
470,1985795,994624,0.500869425,0
471,1986313,841242,0.423519355,0
472,432760,1310878,3.029110824,0
473,1317036,1096228,0.83234475,5
474,1151100,230703,0.200419599,5
475,1824098,297046,0.162845417,0
476,1936369,730187,0.377090833,0
477,1207423,502866,0.416478732,1
478,667501,1397461,2.093571395,4
479,440217,1839097,4.177705541,3
480,1161513,223099,0.192076197,2
481,788413,1974884,2.50488513,0
482,1293878,1556919,1.203296601,5
483,1422896,1133643,0.796715291,5
484,1858522,1137742,0.612175697,2
485,458885,1073628,2.339645009,3
486,843111,523875,0.621359465,4
487,520009,1624792,3.124545921,4
488,404473,1871975,4.628182845,2
489,1265458,1730045,1.367129529,1
490,480541,101762,0.211765489,2
491,774284,905765,1.169809786,0
492,476224,970334,2.037557956,5
493,400173,1337842,3.343159084,0
494,1117562,792549,0.709176762,2
495,1362470,398897,0.292774887,5
496,493349,896137,1.816436235,1
497,1714944,1576404,0.919216021,1
498,1638223,142534,0.087005249,5
499,1758449,395978,0.225185945,5
500,392514,154575,0.393807609,3
501,1489809,1318169,0.884790601,2
502,1684545,693876,0.411907073,4
503,1952491,1787303,0.915396281,0
504,1843283,1989547,1.079349725,1
505,1360747,1049287,0.771111015,2
506,823248,296489,0.360145424,4
507,1922124,1955548,1.017389097,0
508,924349,1985603,2.148109643,2
509,341564,1015518,2.973141198,3
510,1370057,1821338,1.329388485,3
511,411613,813870,1.977269911,2
512,1911031,1990931,1.041809892,1
513,1585530,577724,0.364372796,4
514,736230,862270,1.171196501,2
515,1145987,646175,0.563858927,3
516,828586,615866,0.74327348,0
517,1908526,363975,0.190710003,2
518,1068208,483606,0.452726435,5
519,1974263,1659171,0.84040019,0
520,1917926,1693292,0.882876607,4
521,1788818,1576882,0.881521765,1
522,1608479,1203220,0.748048311,5
523,1948280,1056149,0.542093026,4
524,1297903,1800065,1.386902565,1
525,1676500,630428,0.376038175,3
526,1475450,1959713,1.328213765,2
527,1211249,1784906,1.473607821,4
528,553690,764814,1.381303618,3
529,1282577,721646,0.562653158,1
530,1201898,1291894,1.074878234,3
531,747951,1990156,2.660810668,0
532,573405,1308966,2.282794883,5
533,1088563,1087977,0.999461676,4
534,1194281,1713834,1.435034134,3
535,1236604,107021,0.086544278,0
536,1605334,341479,0.212715236,0
537,1401867,900061,0.642044502,5
538,1725413,1154583,0.669163267,1
539,1516559,1999945,1.318738671,3
540,1529366,999052,0.653245855,1
541,1094678,1513648,1.382733553,2
542,1931621,1507311,0.780334755,5
543,406580,1987963,4.889475626,0
544,1090816,207428,0.19015856,0
545,1287739,601704,0.467256175,4
546,474066,667384,1.407787101,4
547,335243,680146,2.028814919,2
548,383064,365186,0.953328948,2
549,998599,457780,0.45842225,2
550,655465,749281,1.143128924,0
551,866738,1675059,1.932601317,5
552,1546971,1967148,1.271612719,1
553,1559718,841233,0.539349421,5
554,1070115,415516,0.388290978,1
555,1181576,1185802,1.003576579,5
556,1411234,1725570,1.222738398,4
557,1005569,950119,0.944857091,4
558,1886749,1461923,0.774837034,1
559,554436,1224187,2.207986134,4
560,1169395,1192895,1.020095862,1
561,399428,736962,1.845043412,5
562,882461,532652,0.603598346,2
563,1471261,1094259,0.743755867,0
564,545735,1217726,2.231350381,2
565,1103546,1969773,1.784948702,4
566,1684146,1064830,0.632267036,4
567,1734768,1824608,1.051787905,0
568,1939192,1860873,0.95961256,1
569,625972,1681482,2.686193632,5
570,1130790,1956046,1.729804827,4
571,1210060,287928,0.237945226,3
572,1548215,587919,0.379739894,0
573,923906,797523,0.863207945,3
574,332494,1424111,4.283117891,4
575,1688040,329131,0.1949782,1
576,309835,1150960,3.7147514,1
577,884725,1254048,1.417443838,5
578,1675999,1595227,0.951806654,3
579,1315752,1927460,1.464911321,3
580,1620462,481468,0.297117736,3
581,501670,483263,0.963308549,0
582,749200,528057,0.704827816,2
583,1945958,1352463,0.695011403,3
584,390361,302276,0.774349897,4
585,405259,215394,0.531497141,4
586,674100,677755,1.005422044,0
587,1350656,1507889,1.116412321,0
588,1968626,1303624,0.66219993,2
589,1406611,115897,0.082394493,0
590,1600378,212751,0.132937968,2
591,629032,1257017,1.998335538,4
592,1979359,1951545,0.985947976,4
593,1174324,1377336,1.172875629,2
594,425704,523470,1.229657227,0
595,410494,1996885,4.864589982,1
596,1486750,1318669,0.886947368,2
597,957532,543403,0.567503749,1
598,374728,1875746,5.005620076,1
599,1690968,475644,0.281285039,2
600,1092534,566746,0.518744497,4
601,833194,991767,1.190319421,0
602,738296,1662777,2.252182052,0
603,1668612,486841,0.291764053,1
604,1794020,408982,0.227969588,0
605,1111694,1391186,1.25141091,0
606,970681,499052,0.51412565,5
607,857821,165370,0.192779146,4
608,1780381,943126,0.529732681,2
609,658790,1221369,1.853958014,2
610,917843,1498292,1.632405542,0
611,1515122,1003626,0.662406064,2
612,1721197,212227,0.123301981,2
613,870660,371971,0.427228769,2
614,1890094,1013998,0.536480196,3
615,1604233,1201888,0.749197903,2
616,1580069,1600443,1.012894374,1
617,1151056,1323788,1.150063941,3
618,1782708,1047130,0.587381669,0
619,1646543,1418726,0.861639204,0
620,1159815,728217,0.627873411,3
621,894687,1971000,2.203005073,0
622,903399,461578,0.510934814,3
623,1075182,1203552,1.11939374,0
624,1380404,613788,0.444643742,2
625,740399,335379,0.452970628,3
626,458512,733272,1.599242768,2
627,1472849,1913053,1.298879247,4
628,897136,691959,0.771297774,0
629,977391,1583564,1.620194988,3
630,823804,1411513,1.713408772,0
631,1320247,911312,0.690258717,2
632,678791,524673,0.772952205,1
633,1149042,1174777,1.022396918,2
634,775001,714961,0.922529132,4
635,1027649,1583411,1.540809167,0
636,1966847,567235,0.288398132,3
637,1723458,1008622,0.585231552,0
638,798086,1949624,2.442874577,1
639,903468,476466,0.527374517,1
640,596165,1235345,2.072152844,0
641,728369,367413,0.504432506,3
642,758862,1694528,2.232985708,5
643,827855,1622923,1.960395238,1
644,1216612,396568,0.325960947,2
645,1337206,413050,0.308890328,0
646,1953077,1550167,0.79370501,4
647,1309034,1906463,1.456389215,1
648,1669038,263022,0.157588982,0
649,302991,1321944,4.362981079,5
650,1972546,383464,0.194400536,2
651,762103,1175749,1.542769153,2
652,1751887,1272154,0.726162133,4
653,1841005,433127,0.235266607,2
654,1645853,1785115,1.084613875,1
655,973720,1920690,1.972528037,1
656,702280,479595,0.682911374,2
657,1335698,720509,0.53942508,0
658,1481617,1642801,1.108789249,0
659,620307,258951,0.417456195,1
660,1301033,390631,0.300246804,5
661,1054279,725391,0.688044626,0
662,938160,1936279,2.063911273,4
663,1799049,1102832,0.613008317,5
664,1044465,1733599,1.659796164,1
665,1667889,894992,0.536601656,0
666,796780,921711,1.156794849,3
667,1905183,922349,0.484126197,1
668,879659,1230438,1.398767022,0
669,684484,605917,0.885217186,4
670,1969968,943320,0.478850418,1
671,1899300,402341,0.211836466,1
672,1348960,489616,0.362958131,5
673,1708267,166651,0.097555593,0
674,894943,1751472,1.957076596,0
675,1865728,463444,0.24839848,5
676,832979,1170820,1.405581653,0
677,1515804,356409,0.235128684,1
678,429354,271632,0.632652776,0
679,1879180,944963,0.502859226,3
680,497126,1685453,3.390393985,0
681,438924,1202928,2.740629357,2
682,1953563,128902,0.065983027,4
683,1776563,1307255,0.735833742,1
684,1279960,1611273,1.25884637,5
685,867918,422672,0.486995315,4
686,1064617,1828000,1.717049418,3
687,1812827,718319,0.396242443,1
688,1771893,154145,0.086994531,2
689,1180881,487399,0.412741843,2
690,862983,1765514,2.04582709,2
691,1734044,1117397,0.644387916,3
692,1421321,1228803,0.86454995,1
693,1855184,122168,0.065852228,0
694,395596,377169,0.95341965,0
695,688951,231205,0.335589904,1
696,546514,1928331,3.528420132,3
697,1221134,1512498,1.238601169,5
698,521565,568746,1.090460441,1
699,682277,511060,0.749050606,2
700,1008082,854408,0.847558036,2
701,800330,1914692,2.392378144,4
702,1032864,1633225,1.58125852,2
703,1610056,1082064,0.672066065,1
704,877897,1740806,1.982927382,3
705,933905,1486365,1.591559099,5
706,581126,1715591,2.952184208,1
707,1347477,1118330,0.829943665,3
708,435997,190740,0.437480074,0
709,1558953,114993,0.073762968,1
710,976530,1945890,1.992657676,4
711,585594,1594699,2.723216085,4
712,1401877,1992793,1.421517722,1
713,491696,720452,1.465238684,0
714,662787,800728,1.20812267,3
715,1047176,312411,0.298336669,2
716,1027572,904838,0.880559221,2
717,1183478,1764447,1.490899704,1
718,399025,1372984,3.440847065,1
719,909536,1037774,1.14099277,2
720,1116767,1506765,1.349220563,5
721,1419815,1448932,1.020507601,0
722,1176353,1319944,1.12206455,5
723,429952,124335,0.289183444,0
724,919932,1356362,1.4744155,3
725,520282,1694333,3.256566631,4
726,428144,709175,1.656393643,5
727,895002,821391,0.917753256,2
728,1219795,1185113,0.971567354,2
729,995162,796659,0.800531974,2
730,725869,658649,0.907393758,5
731,852122,170906,0.200565177,1
732,841494,1254899,1.491275042,4
733,738037,497653,0.674292752,2
734,849505,387691,0.456372829,3
735,1905083,1464366,0.768662573,2
736,1326385,957861,0.722159102,5
737,1863242,530883,0.284924342,5
738,1697333,1534254,0.903920445,0
739,320775,1568535,4.88982932,3
740,478584,1957777,4.090769854,0
741,633628,1323739,2.08914221,2
742,1901917,239312,0.125826732,4
743,1122329,1979138,1.76342053,3
744,1941194,1939260,0.999003706,2
745,1641198,921147,0.561265003,3
746,1622275,1406521,0.867005286,0
747,1918016,1074332,0.560126714,2
748,1557763,805402,0.517024734,2
749,1488462,1931421,1.297595102,0
750,1463541,149040,0.101835207,3
751,743316,1187155,1.597106749,1
752,669307,490893,0.733434732,5
753,589828,1079498,1.830191174,5
754,841136,1928468,2.292694642,0
755,1296083,1579934,1.219006807,4
756,1402560,851893,0.607384354,4
757,708801,783374,1.105210066,4
758,696993,1680516,2.411094516,4
759,1051365,256030,0.243521517,0
760,314965,1969603,6.253402759,3
761,1373666,523156,0.380846581,2
762,1442676,771538,0.534796448,3
763,423459,463894,1.095487403,0
764,1328920,1484623,1.117165066,1
765,823194,1587186,1.928082566,5
766,617611,1938710,3.13904707,2
767,1563835,290936,0.186040087,2
768,1383755,828553,0.598771459,3
769,1005994,1254550,1.247075032,5
770,528244,1929977,3.653571077,2
771,313800,540829,1.72348311,3
772,1840794,583681,0.317081107,2
773,761459,423307,0.555915683,4
774,1800099,703188,0.390638515,0
775,408470,1416210,3.467108968,4
776,1459103,1360354,0.932322118,5
777,804672,1529368,1.900610435,5
778,1270402,1704561,1.341749305,5
779,1102027,941446,0.854285784,5
780,450721,1983928,4.401676425,1
781,1519513,1409914,0.927872285,5
782,952297,1510285,1.585939051,0
783,1317936,1716976,1.302776463,2
784,1789749,1888235,1.055027828,3
785,795064,1920929,2.416068392,1
786,1453327,632527,0.435226897,1
787,753128,288906,0.383608098,2
788,1099939,1674269,1.522147137,4
789,855182,320906,0.375248777,3
790,917386,1655047,1.804090099,3
791,870127,1452699,1.669525253,0
792,1597507,1585642,0.992572802,3
793,1290850,569852,0.441454855,5
794,918669,1164288,1.26736398,2
795,1657874,546721,0.329772347,1
796,640632,609481,0.95137458,0
797,1910336,206886,0.108298226,3
798,468424,1442766,3.080042867,0
799,1010341,1978191,1.957943902,0
800,1557202,1416848,0.909867827,2
801,1621293,736466,0.454246086,0
802,1095806,603698,0.550916859,0
803,579018,1016682,1.755872874,2
804,955420,1602274,1.677036277,1
805,1232383,1199833,0.973587756,2
806,1495352,1391231,0.930370241,2
807,1909724,1595986,0.835715527,1
808,1955878,833117,0.425955504,1
809,658489,1026792,1.559315342,5
810,467955,1377703,2.944092915,5
811,304939,1647366,5.402280456,0
812,1634281,260315,0.159284113,5
813,902526,341742,0.378650587,1
814,964848,743034,0.770104721,1
815,654466,789122,1.20574942,4
